SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Wed Jun 01 00:00:0 VET 2014
User: Flat
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: HR4C5177
Integration Time (usec): 25000 (HR4C5177)
Spectra Averaged: 1 (HR4C5177)
Boxcar Smoothing: 0 (HR4C5177)
Correct for Electrical Dark: No (HR4C5177)
Strobe/Lamp Enabled: No (HR4C5177)
Correct for Detector Non-linearity: No (HR4C5177)
Correct for Stray Light: No (HR4C5177)
Number of Pixels in Processed Spectrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
349.50	681.00
349.54	681.00
349.58	698.00
349.62	736.00
349.66	735.00
349.70	717.00
349.75	734.00
349.79	747.00
349.83	737.00
349.87	747.00
349.91	732.00
349.95	717.00
349.99	726.00
350.03	732.00
350.08	734.00
350.12	739.00
350.16	869.00
350.20	1039.00
350.24	1061.00
350.28	1059.00
350.32	1048.00
350.36	1022.00
350.40	1017.00
350.45	997.00
350.49	1003.00
350.53	1007.00
350.57	1008.00
350.61	1009.00
350.65	1033.00
350.69	1057.00
350.73	1041.00
350.77	1061.00
350.82	1069.00
350.86	1030.00
350.90	1005.00
350.94	977.00
350.98	1020.00
351.02	1031.00
351.06	1030.00
351.10	1038.00
351.15	1010.00
351.19	1014.00
351.23	1004.00
351.27	1006.00
351.31	968.00
351.35	999.00
351.39	968.00
351.43	1020.00
351.47	1048.00
351.52	1071.00
351.56	1106.00
351.60	1110.00
351.64	1119.00
351.68	1139.00
351.72	1118.00
351.76	1123.00
351.80	1125.00
351.84	1108.00
351.88	1073.00
351.93	1076.00
351.97	1067.00
352.01	1049.00
352.05	1034.00
352.09	1046.00
352.13	1062.00
352.17	1090.00
352.21	1048.00
352.25	1038.00
352.30	1021.00
352.34	997.00
352.38	986.00
352.42	1030.00
352.46	1028.00
352.50	1003.00
352.54	981.00
352.58	992.00
352.62	1055.00
352.67	1063.00
352.71	1108.00
352.75	1174.00
352.79	1172.00
352.83	1163.00
352.87	1118.00
352.91	1137.00
352.95	1134.00
352.99	1149.00
353.03	1175.00
353.08	1149.00
353.12	1139.00
353.16	1104.00
353.20	1099.00
353.24	1133.00
353.28	1165.00
353.32	1220.00
353.36	1201.00
353.40	1226.00
353.44	1205.00
353.49	1185.00
353.53	1193.00
353.57	1180.00
353.61	1172.00
353.65	1183.00
353.69	1188.00
353.73	1187.00
353.77	1211.00
353.81	1272.00
353.85	1298.00
353.90	1279.00
353.94	1264.00
353.98	1232.00
354.02	1197.00
354.06	1202.00
354.10	1216.00
354.14	1197.00
354.18	1213.00
354.22	1249.00
354.26	1275.00
354.31	1274.00
354.35	1309.00
354.39	1299.00
354.43	1291.00
354.47	1260.00
354.51	1281.00
354.55	1306.00
354.59	1353.00
354.63	1313.00
354.67	1248.00
354.72	1233.00
354.76	1249.00
354.80	1284.00
354.84	1310.00
354.88	1335.00
354.92	1331.00
354.96	1346.00
355.00	1348.00
355.04	1305.00
355.08	1331.00
355.12	1299.00
355.17	1309.00
355.21	1293.00
355.25	1286.00
355.29	1258.00
355.33	1210.00
355.37	1207.00
355.41	1201.00
355.45	1243.00
355.49	1338.00
355.53	1371.00
355.57	1371.00
355.62	1320.00
355.66	1335.00
355.70	1361.00
355.74	1356.00
355.78	1278.00
355.82	1255.00
355.86	1303.00
355.90	1336.00
355.94	1347.00
355.98	1337.00
356.02	1339.00
356.07	1369.00
356.11	1362.00
356.15	1377.00
356.19	1455.00
356.23	1494.00
356.27	1486.00
356.31	1454.00
356.35	1425.00
356.39	1316.00
356.43	1230.00
356.47	1162.00
356.51	1146.00
356.56	1150.00
356.60	1195.00
356.64	1284.00
356.68	1341.00
356.72	1357.00
356.76	1373.00
356.80	1327.00
356.84	1241.00
356.88	1196.00
356.92	1124.00
356.96	1141.00
357.00	1214.00
357.05	1294.00
357.09	1283.00
357.13	1299.00
357.17	1301.00
357.21	1365.00
357.25	1410.00
357.29	1388.00
357.33	1359.00
357.37	1403.00
357.41	1404.00
357.45	1397.00
357.49	1393.00
357.54	1430.00
357.58	1447.00
357.62	1479.00
357.66	1480.00
357.70	1477.00
357.74	1396.00
357.78	1347.00
357.82	1315.00
357.86	1340.00
357.90	1339.00
357.94	1340.00
357.98	1265.00
358.03	1183.00
358.07	1139.00
358.11	1140.00
358.15	1187.00
358.19	1243.00
358.23	1326.00
358.27	1362.00
358.31	1379.00
358.35	1361.00
358.39	1331.00
358.43	1262.00
358.47	1199.00
358.51	1178.00
358.56	1241.00
358.60	1269.00
358.64	1251.00
358.68	1265.00
358.72	1290.00
358.76	1334.00
358.80	1382.00
358.84	1370.00
358.88	1365.00
358.92	1364.00
358.96	1452.00
359.00	1531.00
359.04	1621.00
359.08	1677.00
359.13	1689.00
359.17	1666.00
359.21	1640.00
359.25	1592.00
359.29	1531.00
359.33	1553.00
359.37	1625.00
359.41	1621.00
359.45	1661.00
359.49	1688.00
359.53	1777.00
359.57	1755.00
359.61	1808.00
359.66	1813.00
359.70	1794.00
359.74	1768.00
359.78	1769.00
359.82	1787.00
359.86	1801.00
359.90	1807.00
359.94	1840.00
359.98	1929.00
360.02	1939.00
360.06	1899.00
360.10	1830.00
360.14	1730.00
360.18	1621.00
360.22	1587.00
360.27	1611.00
360.31	1636.00
360.35	1661.00
360.39	1626.00
360.43	1649.00
360.47	1568.00
360.51	1544.00
360.55	1610.00
360.59	1674.00
360.63	1693.00
360.67	1743.00
360.71	1744.00
360.75	1652.00
360.79	1522.00
360.83	1431.00
360.88	1399.00
360.92	1474.00
360.96	1567.00
361.00	1518.00
361.04	1605.00
361.08	1731.00
361.12	1789.00
361.16	1834.00
361.20	1828.00
361.24	1723.00
361.28	1626.00
361.32	1648.00
361.36	1671.00
361.40	1761.00
361.44	1818.00
361.48	1876.00
361.53	1949.00
361.57	1923.00
361.61	1859.00
361.65	1884.00
361.69	1816.00
361.73	1669.00
361.77	1573.00
361.81	1480.00
361.85	1376.00
361.89	1385.00
361.93	1492.00
361.97	1607.00
362.01	1714.00
362.05	1756.00
362.09	1771.00
362.13	1818.00
362.17	1865.00
362.22	1997.00
362.26	2027.00
362.30	1974.00
362.34	1871.00
362.38	1846.00
362.42	1880.00
362.46	1942.00
362.50	2058.00
362.54	2174.00
362.58	2295.00
362.62	2292.00
362.66	2308.00
362.70	2265.00
362.74	2245.00
362.78	2187.00
362.82	2207.00
362.86	2183.00
362.91	2207.00
362.95	2142.00
362.99	1956.00
363.03	1767.00
363.07	1622.00
363.11	1499.00
363.15	1512.00
363.19	1665.00
363.23	1798.00
363.27	1850.00
363.31	1912.00
363.35	1974.00
363.39	1929.00
363.43	1829.00
363.47	1849.00
363.51	1939.00
363.55	2016.00
363.59	2080.00
363.63	2040.00
363.68	2041.00
363.72	2078.00
363.76	2113.00
363.80	2083.00
363.84	2232.00
363.88	2298.00
363.92	2318.00
363.96	2331.00
364.00	2350.00
364.04	2328.00
364.08	2365.00
364.12	2302.00
364.16	2224.00
364.20	2240.00
364.24	2155.00
364.28	2113.00
364.32	2135.00
364.36	2108.00
364.40	2090.00
364.44	2015.00
364.48	1963.00
364.53	1964.00
364.57	2052.00
364.61	2156.00
364.65	2146.00
364.69	2045.00
364.73	1912.00
364.77	1812.00
364.81	1855.00
364.85	2038.00
364.89	2081.00
364.93	2045.00
364.97	2066.00
365.01	2114.00
365.05	2241.00
365.09	2271.00
365.13	2221.00
365.17	2269.00
365.21	2445.00
365.25	2596.00
365.29	2620.00
365.33	2564.00
365.37	2506.00
365.41	2505.00
365.46	2519.00
365.50	2497.00
365.54	2454.00
365.58	2538.00
365.62	2563.00
365.66	2671.00
365.70	2659.00
365.74	2636.00
365.78	2579.00
365.82	2666.00
365.86	2794.00
365.90	2864.00
365.94	2747.00
365.98	2665.00
366.02	2648.00
366.06	2683.00
366.10	2751.00
366.14	2799.00
366.18	2783.00
366.22	2665.00
366.26	2682.00
366.30	2612.00
366.34	2529.00
366.38	2534.00
366.42	2558.00
366.47	2538.00
366.51	2704.00
366.55	2806.00
366.59	2778.00
366.63	2624.00
366.67	2541.00
366.71	2633.00
366.75	2758.00
366.79	2738.00
366.83	2685.00
366.87	2583.00
366.91	2429.00
366.95	2376.00
366.99	2455.00
367.03	2501.00
367.07	2627.00
367.11	2788.00
367.15	2918.00
367.19	2959.00
367.23	2996.00
367.27	2922.00
367.31	2833.00
367.35	2775.00
367.39	2749.00
367.43	2729.00
367.47	2845.00
367.51	2949.00
367.55	2963.00
367.59	2998.00
367.63	2834.00
367.68	2748.00
367.72	2651.00
367.76	2501.00
367.80	2476.00
367.84	2660.00
367.88	2675.00
367.92	2619.00
367.96	2469.00
368.00	2373.00
368.04	2456.00
368.08	2518.00
368.12	2677.00
368.16	2742.00
368.20	2780.00
368.24	2715.00
368.28	2765.00
368.32	2863.00
368.36	2982.00
368.40	2974.00
368.44	2878.00
368.48	2849.00
368.52	2676.00
368.56	2626.00
368.60	2649.00
368.64	2659.00
368.68	2619.00
368.72	2484.00
368.76	2323.00
368.80	2443.00
368.84	2638.00
368.88	2716.00
368.92	2809.00
368.96	2874.00
369.00	3046.00
369.04	3165.00
369.08	3252.00
369.12	3397.00
369.17	3429.00
369.21	3447.00
369.25	3351.00
369.29	3178.00
369.33	3004.00
369.37	2940.00
369.41	2886.00
369.45	2956.00
369.49	3090.00
369.53	3146.00
369.57	3117.00
369.61	3146.00
369.65	3117.00
369.69	3107.00
369.73	3208.00
369.77	3216.00
369.81	3289.00
369.85	3374.00
369.89	3450.00
369.93	3529.00
369.97	3634.00
370.01	3621.00
370.05	3607.00
370.09	3490.00
370.13	3331.00
370.17	3447.00
370.21	3482.00
370.25	3361.00
370.29	3385.00
370.33	3260.00
370.37	3008.00
370.41	2778.00
370.45	2702.00
370.49	2737.00
370.53	2680.00
370.57	2519.00
370.61	2433.00
370.65	2711.00
370.69	2893.00
370.73	2817.00
370.77	2684.00
370.81	2671.00
370.85	2795.00
370.89	2792.00
370.93	2650.00
370.97	2695.00
371.01	2985.00
371.05	3240.00
371.09	3408.00
371.13	3399.00
371.17	3453.00
371.21	3587.00
371.25	3690.00
371.29	3777.00
371.33	3908.00
371.37	4027.00
371.41	4095.00
371.45	4056.00
371.49	4009.00
371.54	3780.00
371.58	3571.00
371.62	3546.00
371.66	3505.00
371.70	3627.00
371.74	3661.00
371.78	3566.00
371.82	3443.00
371.86	3204.00
371.90	2962.00
371.94	2739.00
371.98	2440.00
372.02	2306.00
372.06	2301.00
372.10	2511.00
372.14	2484.00
372.18	2472.00
372.22	2543.00
372.26	2586.00
372.30	2778.00
372.34	3121.00
372.38	3328.00
372.42	3418.00
372.46	3446.00
372.50	3537.00
372.54	3742.00
372.58	3850.00
372.62	3869.00
372.66	3676.00
372.70	3299.00
372.74	2980.00
372.78	2793.00
372.82	2956.00
372.86	3372.00
372.90	3625.00
372.94	3740.00
372.98	3842.00
373.02	3698.00
373.06	3419.00
373.10	3309.00
373.14	3292.00
373.18	3321.00
373.22	3264.00
373.26	3108.00
373.30	2937.00
373.34	2724.00
373.38	2526.00
373.42	2509.00
373.46	2402.00
373.50	2225.00
373.54	2232.00
373.58	2386.00
373.62	2590.00
373.66	2616.00
373.70	2467.00
373.74	2367.00
373.78	2568.00
373.82	2944.00
373.86	3130.00
373.90	3365.00
373.94	3416.00
373.98	3483.00
374.02	3660.00
374.06	3733.00
374.10	3922.00
374.14	3955.00
374.18	3743.00
374.22	3662.00
374.26	3571.00
374.30	3367.00
374.34	3050.00
374.38	2886.00
374.42	2938.00
374.46	3093.00
374.50	3128.00
374.54	2893.00
374.58	2622.00
374.62	2482.00
374.66	2699.00
374.70	2950.00
374.74	3029.00
374.78	3045.00
374.82	2870.00
374.86	2503.00
374.90	2361.00
374.94	2395.00
374.98	2404.00
375.02	2628.00
375.06	3044.00
375.10	3369.00
375.14	3659.00
375.18	3890.00
375.22	3965.00
375.26	4097.00
375.30	3927.00
375.34	3908.00
375.38	3940.00
375.42	4145.00
375.46	4378.00
375.50	4386.00
375.54	4594.00
375.58	4616.00
375.62	4533.00
375.66	4386.00
375.70	4103.00
375.74	3675.00
375.78	3280.00
375.82	2958.00
375.85	2718.00
375.89	2873.00
375.93	3059.00
375.97	3290.00
376.01	3610.00
376.05	3718.00
376.09	3785.00
376.13	3836.00
376.17	3702.00
376.21	3772.00
376.25	3832.00
376.29	3823.00
376.33	3648.00
376.37	3498.00
376.41	3258.00
376.45	3470.00
376.49	3913.00
376.53	4156.00
376.57	4174.00
376.61	3890.00
376.65	3770.00
376.69	3612.00
376.73	3337.00
376.77	3321.00
376.81	3679.00
376.85	3959.00
376.89	4236.00
376.93	4376.00
376.97	4457.00
